TG Number,TG Name
40401,VU-Hams India
40402,AGARTALA
40404,PCCT
40420,YSF US-Bus420
40427,Bhilai
40438,Gujarat
40444,MB7ISQ UK GATEWAY 
40470,Visakhapatnam
40488,MUMBAI
40489,VE3WVJ TGIF Talkgroup - 40489
40512,highyway amateur radio club
40609,india
40731,Kecskemét
40911,Galveston/Clear Lake Area Chat
40912,HONOR FLIGHT NETWORK
41033,AP Multimode Net
41066,Charmouth CQ
41143,THE SWAMP 2
41270,DXHub2
41301,Duston Amateur Radio
41324,DMX Lighting Group
41412,Crystal Coast
41432,Model Trains
41463,TriState 
41539,KC9MLN Talk
41601,ArabQrz
41607,DX-LINK SYSTEM
41944,MCARG / Monterey County Amateur Group
41982,PineyFlats
41992,Southern Michigan - Skywarn
41997,Northern MI Skywarn 
42001,SAUDI ARABIA 
42044,local arabic
42055,Local in the western region Analog
42069,LID Net
42077,DAISEN
42301,Insomniac hams
42303,NW KY/SW IN
42445,Princeton Ham Radio Club
42450,MidSouth Multi Network
42451,MSMN 2.0
42550,Israel-42550
42600,AMERICA RU PREPARED
42696,US-ExNet
43114,US Kentucky
43210,Java Developers
43277,HEARS Network
43389,SouthEast Link
43444,KC8I TGIF
43479,NOVA SANTA RITA - RS E REGIAO
43844, Indiana-W9ILS ILS - DMR Link To YSF 43844
43865,VR2TG1
43879,Hiroshima City Aki Ward DMR
43883,JH9ZAP
43912,JH9ZAK Toyama Gateway for JR9VQ
43916,ALLJA9-CQ-ROOM-DMR
43978,JR9WD Group
44000,Hitachi ASL3 XLX-T DMR-Bridge
44001,YBR
44011,NIHC
44023,kitaQ-kanmon Amateur radio Study Group
44044,BABA KARTAL 
44050,Yokohama Bayfront
44053,Kimagure HimajinCH53
44060,DMR SFR in Niigata city JAPAN
44064,OwariAsahi-HamClub DMRSFR
44101,Hitachi no kuni
44111,JL3ZRO DMR Degipeter
44120,JP-JAPAN
44125,Tateyama Japan
44134,N8JLK AllStar Node 48269
44155,Shonan YSF
44200,8075AMC
44201,Nagakute city DMR SFR
44247,KW4BET 810 Network
44301,JL3YTN
44302,JG3QIK
44329,N0FUQ Net
44353,The Province of Izumi
44358,Village of Pottery
44379,ALRC-Yokohama
44403,HK Manna
44406,Hiroshima Momiji Club
44410,Hiroshima_DMR_StudyGroup
44444,Let me in
44501,Shodoshima DCSG
44502,Awaji-IS
44503,Kochi_VoIP_club
44504,TG_44504
44505,Shodoshima Club
44506,Ino-town Kochi-Pref
44507,NankokuCity_Digital_Club
44510,Eaglet Ham Club
44544,Waffle Group
44549,Windy City
44661,Fukuoka2478
44688,Civil Defence MH
44698,XLX698 Reflector Arc
44701,Minami Tsugaru AOMORI
44737,SDCG
44758,JAPAN 758
44775,Madison DX Club
44777,JL3ZHR DMR Digipeater
44800,Sapporo DMR Digipeater
44810,Sapporo VHF SFR
44833,Aichi Degital communication Ham Club
44834,Aichi Degital communication Ham Club
44904,Kure Amateur Radio Association
45001,TGIF Korea
45009,Gangnam Ham Club
45228,Radio Tribung Pinoy ve4rtp
45229,Illinois Concealed Carry
45357,SO-IL Tactical Coms
45401,Hong Kong
45411,Cantonese Talking 
45454,HF Blackbirds ROC
45525,K9GOX DMR
45578,Bit by Bit Hams
45601,Ohio Buckeye State SVARC
45750,Southeast Ohio DMR Bridge
45768,1900 Net
45999,VU2ZOE
46000,中国组
46001,China link TGIF
46002,China 46002 TGIF Net
46003,China no3
46004,China 46004 TGIF
46005,China 46005 TGIF
46006,China 46006 TGIF
46007,China 46007 TGIF
46008,China 46008 TGIF
46009,China 46009 TGIF
46010,changping
46011,China 46011 TGIF
46012,China TG46012
46019,TANJEE‑46019
46020,46020
46022,46022
46033,46033
46044,46044
46055,46055
46056,TEXAS-MRN-46056
46066,46066
46075,Lugoff ASL Link
46077,46077
46088,46088
46091,BM46001
46099,needs name
46100,China 46100 TGIF
46101,China 46101 TGIF
46111,46111
46188,Cantonese 46088
46208,DMR DIGIPEATER NAGOAYA
46255,All Things GMRS
46431,460431
46519,46519
46540,Northern Indiana Hams United
46550,Ham Frends Chat
46611,Taiwan TGIF Net
46666,46666
46677,Taiwan Leyun Digital Communication Group
46776,Baise City Guangxi
46884,Internet of Things Talk Group (IoTTG)
46888,46888
46910,Hear in Hyde COMMEX 2026
47010,Bangladesh DX Club- BDXC
47011,ARSB
47017,W9IKU Allstar Link
47060,Pen Bay ARC
47070,S21ALT-TGIF
47078,S21DBA-TGIF
47435,Talk-Tech-Trivia
47460,Owen County Indiana Chat
47500,WARS
47560,TG Bahia - BR
47591,Indiana/N9TQR
47669,85 Ragchew Net 2
47715,BUBBA'S RAGCHEW
48035,WA8BRO-CT-DN
48074,74_ARPSC
48088,WA8BRO-WAR
48111,Grupong Magellan
48183,Downriver Michigan
48301,WA8BRO-BH-ND
48306,WA8BRO-OT-DN
48429,The Zoo 2 aka 48429 Club
48467,WA8BRO-PAR
48468,WA8BRO-PH-RPT
48603,Saginaw MI
48623,TG 141018
48624,TG 141019
48651,Roscommon Repeater Systems - Michigan
48914,YEG_Edmonton
48915,Idaho USA
49274,Military Radio Manpack
49311,Meshcore-NJ/PA
49333,Hungary
49334,Debrecen
49445,KB1NYT 220 
49500,ELLIS COUNTY RADIO GROUP
49562,Boredom Breaker Net
49601,Wexaukee ARC
49684,Traverse City Michigan Northern Michigan
49855,Michigan D8 Auxcomm
50012,Lacre Sao Jose dos Campos
50051,The Digital Ham
50117,mza
50134,I.B.E.W. Local134 retired
50207,TAC-CR MY
50210,Malaysia-NET
50255,RoIPMARS Network
50281,Wells Beach Digital Wave
50299,Johor HAM ERT
50352,Linux User Net
50372,F O A D
50500,The Brown Lounge
50510,VK-HUB RepeaterLink
50520,Blue Mts Amateur Radio Enthusiasts (BMARE)
50524,VK-OzHUB
50550,Carteret County Amateur Radio Service (CCARS)
50556,ANZEL Network
50595,OZ-DMR Network (Australia)
50724,AMIGOS DO SUL DE MINAS 
50853,KE8LCM AllStar Bridge NODE 508530
50878,Amateur Radio Astronomy Net 
50910,RJW Chat
50911,BATE PAPO BAHIA
51001,Call Area 1
51002,Call Area 2
51003,Call Area Three
51004,Semarang
51006,Call Area Six
51007,KALIMANTAN SELATAN
51009,JJ2YUC Group
51010,CQ-INDONESIA
51023,BRIGADE
51073,DMR OLKB
51077,CHN-DMR-RAGCHEW
51094,W6VVR
51257,mrp group
51301,Clermont County Ohio
51359,QueenslandNet
51405,Skywarn Okc
51444,N5OAK FM to DMR Bridge
51500,MOARC (DX8WMG)
51501,DX1PUP
51502,Cavite Amateur Communication Enthusiasts
51503,DX3OC ORACLE
51504,Bicol Homebrewer Amateur Radio
51505,DX1FLR
51506,DX1FLR
51507,CARER Inc
51508,ARMAS (Amateur Radio Modulators Association)
51509,KAPIHAN Network Organization Philippines
51510,DX1E Elite Hamster Club Inc
51511,DX1MK Makiling Amateur Radio Society
51512,DZ1RB - REC BATANGAS SECTION
51513,4G1MYH
51514,DZ1RH - REC MINDORO SECTION
51515,KAPIHAN Network Organization Philippines
51516,51516 Radio Engineering Circle
51517,DZ1PUP - PUP REC NATIONAL CAPITAL REGION
51520,Philippines District 2
51521,DX2BSP Padli Amianan Radio Enthusiasts Inc
51522,Ham Radio Cebu
51525,DX2KPH KAPIHAN Ilocos PH
51526,Freedom Filipino Network
51527,DZ2REC - REC PANGASINAN SECTION
51529,TGIF ORMIN
51530,Ham Radio Society of the Philippines
51533,DX3T
51535,District 3 Philippines
51537,STARS
51540,W8LOW Chat
51546,DX3EVM SCAN International
51547,KAPIHAN Network KN6SF
51550,Saipan Amateur Radio Club
51555,MinDiNet
51568,PAREDN
51569,BAMRC
51574,DX9RAG 
51586,ICARE-Iloilo
51588,DX5MGM MAGMA INC.
51590,DX9BC BRAVE INC.
51595,DX8O OSCAR
51598,Freedom
51599,MARS
51900,SW Ontario Amateurs
51986,Blind Canadians Lounge
52007,E20AE Club Station
52008,W3NTT/R Multi-Link System
52011,MDR
52032,TG52032toAllstar Node 620460 HS3AS Thailand
52041,Khon Kaen
52042,Dmr Tgif Roiet Thailand
52044,E25RZY  ASL V3 591640 E25RZY-L
52061,TGIF to ASL-576562 (HS6AU)
52062,TGIF to ASL 597910 Of Phichit
52069,Test 
52083,Link to ASL
52091,XLXSYS
52152,KN4RW TG
52375,RadioX Network
52460,Sala ACB
52525,Pinoy@SG
52585,M0VVAs group reflector
52639,Kane County IL OEM (KC9OEM)
52647,XLX647
52748,KARHU (Finland)
52909,E20AE Clubstation
52910,
52918,XLX918
52937,Layer 8 Radio
53000,Tiger
53001,Atlantic Amateur Radio Society - Ch 3
53112,westmoreland county Pennsylvania  TAC
53113,Manchester Radio Group
53327,
53331,INA Digipeater #1
53332,INA Digipeater #2
53473,DX1PRS Pyramid Radio Society Inc
53488,DX1PRS Pyramid Radio Society Inc
53662,MBARC
53715,KD4UFD Shack East TN Skywarn D5
53911,AARS - East Coast 911
53927,BCRA Fall River MA USA
54241,AE8Q Link
54304,YACHT
54321,LGBT Chat
54338,The Hams Hangout 
54999,Adverse Weather UK
55000,Chill Zone
55059,South 40 Test TalkGroup
55111,Rokkosan hut
55448,Brasileiros no Mundo
55539,2E0EUM RadioX
55555,HF Portable Operation
55577,NTNLR
55862,N2CFX AllStar Bridge
56148,SetoCity_iimonsetomon
56309,Quad Cities IA/IL
56703,*KC4QLP*
56894,WNY Amateur Radio
57191,The bear's Den
57537,Personal
57618,Tri City Room
57663,SBTC DR DMR Group
57852,hampj
57960,TGif TO ASL579601 Thailand
58058,S80 Digital
58059,WARS WORKSOP DMR GROUP
58081,G4SBL
58409,Family Chat
58442,Keep Your Powder Dry
58553,Radio Work
58888,Chinese Ham Group
58906,Khaophanom Krabi Siam
59087,The 24-7 BBQ
59649,TEXAS-MRN-59649
59650,Texas-DFW Linked Systems
59659,4G1FTU - REC BATANGAS SECTION
59730,JE7ZDC_room
59795,TEXAS-MRN-59795
59973,W2LCW Long Island CW Club
60000,Hamfesters Amateur Radio Club
60077,Chicago Link
60123,Pasco County ARES
60223,MB6VY DV
60339,KQ4JPB
60401,KI9NG Allstar Link
60447,Allstar YSF Connection
60529,DZ1RB - Radio Engineering Circle
60606,price
60624,Bills group
60755,TEXAS PATRIOTS
60911,Atlantic County Auxcomm
61583,E-SAN-SAKET-ROIET-THAILAND
61616,AutoCad Users Group
61716,Allstar Bridge 61716
61805,HS7IMT Samchuk Suphanburi
61967,Southern Indiana ContactX
62148,UFB New England
62225, AFMARS
62237,NC CERT NET
62238,KC3YGF Middle River MD USA
62348,Phoenix HAM n GMRS
62627,MB6CS
62804,ZL2DAT TG
62897,Ohio Valley Open Chat
63054,KC1LKO Group
63123,LLM-STLMO
63163,63Chat
63313,TGIF Bridge
63452,NorthernCommand 
63462,AllStar 63462
63636,Smoky's Lounge
64086,Worldwide Handshakers
64222,Northern Illinois Bottlecap Balloon Brigade
64282,OGCTC
64390,VE6ALY Allstar Bridge 643900
64398,Szigetszentmiklos
64620,The Magnolia Link
64677,Allstarlink &amp; Dmr Tgif
64738,Nashville-Tennessee-USA
65065,Lion City Airwave
65102,UHDARC
65222,W0SV
65500,Homebrew Tech Talk
65535,Windy City Amateur Radio Society
65742,Hillbilly Junction
65911,WC3PS-WEARS
65982,Open Source Amateur Radio Club
66111,ja0aqx
66502,The Hardees Care Cell
66566,WestBerks
66666,Outdoor America 
66677,YSF VE2CKN
66944,Storm Chasing &amp; Tracking
67016,Mobile-Comms
67196,Spookys Shack
67229,TGIF to ASL-67229
67265,DireHavok's Lounge
67341,N3EMC 927 REPEATER
67432,Clay Center Ks DMR 
67498,Netoholics Network
67501,ARAS
67756,Toronto Harley Roadtrips
68040,Amiga Boing Ball Net
68070,Cold Beer Radio
68470,Traveling Connection
68834,68834
69240,KD3AAC - DMR Talk Group
69420,KD9TAF TGIF 2 AllStar
69696,Canadian Radio Chat
69710,Harley Riders NorCal
70000,Digital friend
70001,Delbaranya
70120,Mid-South Express
70281,wplainsnc
70364,In &amp; Out 
70568,Powered Paragliding
70600,Contacto General
70777,Who Cares ARG
70914,Cambodia Japanese ARC
71250,PURA VIDA T GIF
71352,KC0IMF Late night Ragchew
71401,UNION PANAMEÑA DE RADIOAFICIONADOS
71474,NORTH-MICHIGAN
71600,Western NY 
71601,Western NY 
71622,Tertulia Trujillana
71633,Reptiles
72000,7.200
72022,Itaperuna - RJ
72133,Japan All Tohoku TGIF
72143,Paddle Wheel Lounge
72210,Red Multiprotocolo Delta Victor
72213,Radioaficionados Champaqui
72215,Radioaficionados Yacanto
72218,Cordoba digital
72262,Voto Latino
72277,Space Coast Amateur Radio Society
72347,TurbineTalks
72400,QAP/PY4KB-72400-ITABIRA-MG
72401,FreeDV-Brazil
72402,Ponto de Encontro
72403,QAP-QRV
72404,Nova Friburgo - RJ
72406,HAMRADIODX.BR
72407,QSO BR
72408,JF-MG TGIF
72411,SÃO PAULO
72412,Vale do Paraíba
72413,GRAAL
72414,Araraquara e Regiao
72415,TGIF CARIRI
72416,Rondônia
72417,Ambrasil
72419,AMIGOS DA CIDADE DE RIO CLARO - SP
72421,Rio de Janeiro
72422,Regiao dos Lagos
72423,Noroeste Fluminense
72424,CHAT BR
72431,Amigos Rei Roberto
72433,CONFERENCIA BRASIL
72434,GUARUJA-SP-QSO
72440,TGIF Brasil
72441,CURITIBA PR
72442,MINAS GERAIS TGIF
72443,Rio de Janeiro
72444,ARSATC
72445,Grupo_oeste_paranaese
72446,TECH BR
72447,Itajai-SC
72448,SC Brazil
72449,Grupo Prata Curitibano
72450,regiao metropolitana ctba
72451,Praia Grande/SP/BR
72452,RS Brazil
72453,72416
72455,DV Santa Maria
72456,vale dos sinos
72459,QAP 4VPA
72461,DF no Ar (PU2ABB)
72463,Tocantins no Ar
72464,HAM RADIO BRASIL
72469,PRIVADOS
72471,Bala Perdida RJ
72472,MINAS GERAIS-BRASIL
72473,REDE KAB BR
72477,TARGINO 
72479,MTech
72481,GRDV-PE
72485,CWB/SJK
72487,GG87kc
72488,ARAF
72492,MANAUS AM
72495,PU4RON - Multiprotocolo Brasil
72496,Teste
72497,Escoteiros BR
72499,TGIF SAO PAULO ABC PAULISTA
72782,THE PASTA NET
72822,ScubaTalk
72828,K3DOV - UPSTATE ARC
72862,SAUNA (Finland)
73030,GTARC
73210,Last of the Summer Wine Radio Club
73237,HUBNet REM-52Hz
73250,Colombia Tech Talk
73276,Tigre
73277,Corozal RC/Radio Digital Colombia 
73411,RED DIGITAL YV2CM
73419,NET YV1ARV
73425,ASOCIACION CIVIL BANDA CIUDADANA PUERTO LA CRUZ YV6BC
73433,73433 PLAN EMERGENCIA
73440,Net Dig Venezuela - TG 73440 ADN Syst
73444,XLX087 - Southeastern US
73458,YV5ARV SSLC TG73458
73460,VE-GRDXR-YV
73461,GRUPO DX RORAIMA
73462,ASOCIACION DE RADIOAFICIONADOS DE VENEZUELA
73464,Instituto Autónomo de Protección Civil y Administración de Desastres Municipio Miranda
73465,Grupo de Radio Ayuda Miranda  *GRAMI*
73480,RADIO CLUB VENEZOLANO TEMBLADOR YV8RCV
73481,ARV SECCIONAL WARAO DEL DELTA (YV8WDD)
73482,ASOCIACION CIVIL BANDA CIUDADANA YV8QX
73638,Seven3
73737,Ham Harder
73801,Northwest Oklahoma 
73836,South East Valley Emergency Net 
74008,QAP Amigos Itabira MG
74025,la radio al servizio della Nazione
74183,XLX741 Reflector Group
74340,Red Maracay
74401,Paraguay
74890,Conferencia Uruguay
74895,Uruguay.Net
75065,The Roundtable 
75088,Rowlett Texas
75119,The Double Nickel Gang
75126,Kaufman County A.R.E.S
75142,Kaufman County Amateur Radio Association
75309,Arkansas Radio Heads
75703,Tyler DMR Group
76100,QO-100
76123,C4FM-BAT 
76125,TRANI Conference
76177,RADCOMs Alliance
76239,Guns and Gadgets 
77002,HOUSTON TEXAS AREA
77086,TeamKimbler
77245,Bushcraft and survival
77454,OSS Secret Squirrels NC
77511,South Coast Reflector
77649,Radio Shack Days
77777,China 77777 TGIF
78130,CQ4TX
78250,Moo Cow Repeater Group
78594,TRAC
78664,SUOMI (Finland)
78713,AGAVE NET South Texas USA
78760,ATF Alpha tango foxtrot
78850,Iw6ntw
79507,West Central Indiana Amateur Radio
79602,Big Country Hams
80008,BlackPantherMotorbike
80085,NEW HAMLAND
80091,Deutschland
80104,DougCoCert
80268,Private TGIF Talkgroup
80303,Navigation and Rucking 
80673,Band73
80795,CO CL Central
80865,Sparkgap-1
80918,MM ComTech
81073,BAND73-SkyWarn
81081,RADIOPARTHENOPE
81337,Remote Tech Workers
81673,Spikes Round Table
82001,Prep Coms Actual
82073,BAND73:Technical
82121,TG PU1RAT
82332,SupaDupa
82415,The Pit
83201,D: VA3UEC-1
83460,Grumpy Old Hams
83477,TEHRS
83624,N7MKY-TGIF
83625,N7LGN-TGIF
83832,DSARC
83843,Latah County EmComm
84026,TCAG
84030,Texas Radio Group
84032,AHRN
84034,AC CFL
84465,HectorPersonal
84849,651CommGroup
84962,Cajun Rag Chew 
85000,Ham Link ARC
85001,Ham Link ARC - II
85008,US-Arizona
86442,Bullhead City 
86501,KO4WIL DV LINK
86753,KE7WIL ASL Bridge
86915,Houses on The Air
87923,U.S. Womens Christian Fellowship
88073,BAND73-Net
88135,Eastern New Mexico
88730,FKARC
88788,Midsouth reflector system
88850,3EF
88888,PowderMill
88990,Italiani nel mondo
89117,ELECTRONIC TEST EQUIPMENT
89134,cumbriaCQ UK GB Northwest England
89435,Texas i35hams
89898,439700
90167,TETRA
90202,Kilowatt ARC
90220,KC2KOO Hub Bridge
90620,N6VL Sandbox
90710,Radioscouting deutschsprachig
90909,Kilo11
91000,GuJIndia_VU3JPD
91100,Texas First Responders
91101,Firefighter Chat
91102,NRV Public Safety Net
91103,TG 91103 
91134,İSTAMBUL ACİL DEPREM
91172,BATE PAPO FEIRA DE SANTANA 
91381,Kansas City Talk Group
91610,SAC VALLEY MESH 
91789,America's Star (Active &amp; Retired)
91910,RV America Net
91997,Computer Geeks of America
92952,Venom
93844,Recumbent Bikes/Trikes
94000,AARadioGroup
94335,WheelieHams
94347,XLink
94550,ORANGE
95110,N6JET 6-LINK
95641,85 Ragchew Net
97302,Oregon AuxComm
97351,WCDRT Tac-1
97352,WCDRT TAC-2
97353,WCDRT TAC-3
97354,WCDRT Tac-4
97355,West Coast Disaster Response
97356,WCDRT Tac-5
97629,OM AMICI
97962,Midwest Ragchew
98111,Big Matt
98500,The Random Wire
98635,High Prairie Washington
98638,InfoSec
98683,PNW Camping
98794,Ham Radio Rookies
98989,Chicago
99073,82 Crew
99423,423 crew
99534,Maricela
99539,VaDigital
99797,CTRI 
99817,Antenne Thueringen
99846,Eastern-MI-Link YSF Network
99912,WCARES TX
99913,WCARESTX-ATAK
99961,Abruzzo Talk AllStar
99966,MI7DJT Group Chat
99999,Arizona Cactus 
214206,214206
222054,Romagna Network
231401,OM0ODM local
234009,GB7GW - Link
235119,Local Talk
235216,GB7HN
235287,GB7NR Nottingham
240028,SK5BN
240717,SK7RFL Local
240721,SK7RFL SvxLink
286010,TRAC ADANA EMCOMM
286011,TRAC ADANA BRANCH GROUP
286012,TRAC ADANA BRANCH GROUP FOR TRAINING
302180,420 Network
310311,EMA IP Network 
310441,WNY-DIGITAL
310508,FCARC
310522,Conway Fox B
310530,Tallapoosa County Alabama
311105,Black Swamp Radio Soceity
311293,Darksiders
311434,Pine Valley link 
311630,AA9JR Repeater Link
311649,N9BIG Repeater Local
311653,NWOARC  
311784,Logan County Amateur Radio Club
311884,W5JDW AuxComm
311954,Escondido DMR Repeater
311995,SWLA-LINK
312186,SCARC
312264,KV4S
312266,kb8vll Group
312543,PART
312576,Cracker Radio Club
312801,Lucedale MS
313468,KB3HJC YSF/ALLSTAR HUB
313492,The Western Pennsylvania DMR Hub
313868,US-ChattBridge
313938,N8OJ Repeater
314059,W4WEB Repeater Port Saint Joe FL
314255,MUDDUCKS
314386,KO4SJB
314390,OCTANE NETWORK
314616,Orange Beach DMR
330028,PR-NP4GT
330050,KP4NET
330068,BACALAO
330116,PR Jueyero Isla
515011,DX1MK
655007,655007
724262,PW8DMR Rolim de Moura
1117309,The Bad Cap Radio Group
1148979,1148979
2081486,Live André france
2142346,Arsa
2344067,2344067 Isle of Wight UK
2347179,2347179
2347190,2E0KJR
2347437,G7HKP
2349353,Radio Amateur Volunteer Emergency Network (RAVEN)
2349484,Shakey's TG
2351883,G4GUN
2352926,M3YGQ
2356263,M1ELS TalkGroup
2405174,SM5GXQ Local
2407151,SK7JL_Local
2680054,CT1EMU-Jose Leitao-PT
2680457,CT2GQJ TalkGroup
2683262,CT1CVT
2863140,TURKTALK
3025086,Tech Forum
3025136,3025136
3027106,Rookie Western Canadian Hams
3100793,AG3U
3101577,Jays Chat Zone
3103321,Patoka Lake Ind DMR
3103733,Wnc Amateur Radio 
3104383,3104383
3107484,KJ6FXA-619
3108759,WN6OTL CO
3111068,N0VEP
3112444,Kg4cwc 
3117501,Late Night Talk Group
3118890,Ogilville Indiana
3118983,W9DWH
3120664,Flying Hams
3122222,3122222
3122311,Magnum
3127022,Hennepin County AUXCOMM
3129174,KB0DXS
3130413,KD5PQJ DMR Data
3136154,Cobra007
3140034,AA5PD
3142084,Northeast Pa USA
3143399,Crusader Castle - Tactical Comms
3143634,Private chat
3145153,Kk4fu
3147012,Chattanooga Room
3147566,N4ANZ Ragchew Talkgroup
3148997,AG5AA
3149967,North River Crossing
3154294,Robs talkgroup
3154981,AB1Q
3155068,XLX Fun
3155215,KD9ANT Talk group
3156193,The Hamster Cage
3156216,The Hamster Cage
3156364,KB3JF 
3157511,KM4KUG
3157563,KK4RJY
3159383,WA3RF-1
3159587,K4LCD
3159588,K4LCD
3160778,USTripleNickel
3163428,Guitar Nerds International (GNI)
3165800,SkunkHam
3167046,Mchealey K7MHM
3168656,KJ7PHE TGIF
3170462,KJ7PPF
3172288,WA3RF-2
3172931,The Traveling Ham
3173185,The KC3CDU TalkGroup
3173395,KC9FQ
3173950,N4WRL
3175559,Salty Hams Link
3176063,3176063
3177236,KB3KAV
3177889,KY4RG
3179375,MadMax
3179513,Spring Hill Amateur Radio Club
3180201,Montgomery Tx
3181403,ASL 603860 to TG 3181403
3181966,N8OHA
3182708,Central Illinois ragchews
3184077,Spanish Chat
3184383,Central Illinois RagChew
3188172,SMARC Washington
3190431,W4KEJ
3191021,LMR talkaround
3194067,CENTRAL ALABAMA ALLSTAR HUB 
3194823,KE8VSW talk group 
3196188,Okmulgee County SkyWarn
3196816,KG5BGO
3197538,Amateur Digital
3198574,Revelle
3201975,SE-CO-DMR
3203626,Clover Chatter Spot
3204137,Ky4vf
3205767,IACONO6
3206802,KD4UFD Systems
3208589,Rich SW Fl
3208773,New England Digital Radio - Wolfden
3209551,Chi-town Hammers
3209855,Ferrell Farms
3214902,3214902
3216059,N8ZVZ
3217940,MaGoo's Talkgroup
3219966,WS3BOB
3340454,XE1RAG-R
3341172, AllStarLink RPT
3660010,Amateur Radio Hub
4040787,Dr Karthik Chowdary Venegalla
4201002,JEDDAH-DMR
4400385,Fukuoka VoIP Club
4402016,Japan Mexico TGIF Group
4402022,Nagoya Digtal Radio Club
4404065,Oda-City 698 VoIP Group
4602764,TG460023
5020537,9W2DX
5050329,VK3DNH
5050902,VK2WJ Chat
5050965,VK5RM
5051486,Vk5 Limestone Coast
5053056,VK3EME
5054070,5054070
5054216,VK4VF
5150095,Radio Amateur Emergency Network (RAVEN)
5151427,TGIF DMR TG 4G1FTU BATANGAS
5151501,TG 5151501
5201646,E25RZY
7160024,Bill OA4DVG
7160033,OA4DVH Talkgroup
7300220,CE3IBW
7300656,radioafición y café
7302062,CE2DJA Fernando (62)
7320507,Sucre Colombia 
